"","bin_arch","sample","sum","bin_arch_name"
"10854","_8.1_+_8.2_","QL314",578.441863288,"TCA_org_transformation"
"10855","_8.1_+_8.2_","QL315",518.567329018,"TCA_org_transformation"
"10856","_8.1_+_8.2_","QL316",488.185349441,"TCA_org_transformation"
"10857","_8.1_+_8.2_","QL318",582.411628317,"TCA_org_transformation"
"10858","_8.1_+_8.2_","QL319",620.647423417,"TCA_org_transformation"
"10859","_8.1_+_8.2_","QL320",620.415416045,"TCA_org_transformation"
"10860","_8.1_+_8.2_","QL321",491.111578489,"TCA_org_transformation"
"10861","_8.1_+_8.2_","QL325",436.026036204,"TCA_org_transformation"
"10862","_8.1_+_8.2_","QL326",425.118919981,"TCA_org_transformation"
"10863","_8.1_+_8.2_","QL327",654.118715431,"TCA_org_transformation"
"10864","_8.1_+_8.2_","QL328",531.301766754,"TCA_org_transformation"
"10865","_8.1_+_8.2_","QL329",355.274509171,"TCA_org_transformation"
"10866","_8.1_+_8.2_","QL330",501.299653972,"TCA_org_transformation"
"10867","_8.1_+_8.2_","QL331",383.438875741,"TCA_org_transformation"
"10868","_8.1_+_8.2_","QL332",494.314394287,"TCA_org_transformation"
"10869","_8.1_+_8.2_","QL333",316.073261161,"TCA_org_transformation"
"10870","_8.1_+_8.2_","QL397",436.307763818,"TCA_org_transformation"
"10871","_8.1_+_8.2_","QL398",514.18264211,"TCA_org_transformation"
"10872","_8.1_+_8.2_","QL400",609.757955651,"TCA_org_transformation"
"10873","_8.1_+_8.2_","QL401",497.275523999,"TCA_org_transformation"
"10874","_8.1_+_8.2_","QL402",545.313090391,"TCA_org_transformation"
"10875","_8.1_+_8.2_","QL403",555.000657948,"TCA_org_transformation"
"10876","_8.1_+_8.2_","QL404",186.446500467,"TCA_org_transformation"
"10877","_8.1_+_8.2_","QL405",517.725769869,"TCA_org_transformation"
"10878","_8.1_+_8.2_","QL406",804.43943948,"TCA_org_transformation"
"10879","_8.1_+_8.2_","QL407",327.513267051,"TCA_org_transformation"
"10880","_8.1_+_8.2_","QL408",561.317925757,"TCA_org_transformation"
"10881","_8.1_+_8.2_","QL410",1479.032597686,"TCA_org_transformation"
"10882","_8.1_+_8.2_","QL411",730.697667467,"TCA_org_transformation"
"10883","_8.1_+_8.2_","QL412",859.31135121,"TCA_org_transformation"
"10884","_8.1_+_8.2_","QL414",436.169568685,"TCA_org_transformation"
"10885","_8.1_+_8.2_","QL415",551.251700124,"TCA_org_transformation"
"10886","_8.1_+_8.2_","QL416",275.104314096,"TCA_org_transformation"
"10887","_8.1_+_8.2_","QL448",503.633726027,"TCA_org_transformation"
"10888","_8.1_+_8.2_","QL449",447.20899335,"TCA_org_transformation"
"10889","_8.1_+_8.2_","QL450",434.253533908,"TCA_org_transformation"
"10890","_8.1_+_8.2_","QL451",508.621143513,"TCA_org_transformation"
"10891","_8.1_+_8.2_","QL452",208.407135913,"TCA_org_transformation"
"10892","_8.1_+_8.2_","QL453",289.238137531,"TCA_org_transformation"
"10893","_8.1_+_8.2_","QL454",395.793755979,"TCA_org_transformation"
"10894","_8.1_+_8.2_","QL455",495.831185069,"TCA_org_transformation"
"10895","_8.1_+_8.2_","QL456",442.513831583,"TCA_org_transformation"
"10896","_8.1_+_8.2_","RH002",1156.510668487,"TCA_org_transformation"
"10897","_8.1_+_8.2_","RH003",1395.792083379,"TCA_org_transformation"
"10898","_8.1_+_8.2_","RH005",496.978187022,"TCA_org_transformation"
"10899","_8.1_+_8.2_","RH006",1245.917558207,"TCA_org_transformation"
"10900","_8.1_+_8.2_","RH007",1578.89823424,"TCA_org_transformation"
"10901","_8.1_+_8.2_","RH009",1335.695509369,"TCA_org_transformation"
"10902","_8.1_+_8.2_","RH010",1011.536041682,"TCA_org_transformation"
"10903","_8.1_+_8.2_","RH011",770.14438873,"TCA_org_transformation"
"10904","_8.1_+_8.2_","RH055",1257.823295932,"TCA_org_transformation"
"10905","_8.1_+_8.2_","RH056",1201.348702442,"TCA_org_transformation"
"10906","_8.1_+_8.2_","RH057",1143.455768033,"TCA_org_transformation"
"10907","_8.1_+_8.2_","RH059",1156.407277354,"TCA_org_transformation"
"10908","_8.1_+_8.2_","RH060",977.426252598,"TCA_org_transformation"
"10909","_8.1_+_8.2_","RH061",1195.026557424,"TCA_org_transformation"
"10910","_8.1_+_8.2_","RH063",1358.925341738,"TCA_org_transformation"
"10911","_8.1_+_8.2_","RH064",1146.096090852,"TCA_org_transformation"
"10912","_8.1_+_8.2_","RH065",840.48304973,"TCA_org_transformation"
"10913","_8.1_+_8.2_","RH096",793.727228126,"TCA_org_transformation"
"10914","_8.1_+_8.2_","RH097",663.493092667,"TCA_org_transformation"
"10915","_8.1_+_8.2_","RH098",720.765797793,"TCA_org_transformation"
"10916","_8.1_+_8.2_","RH099",431.715217088,"TCA_org_transformation"
"10917","_8.1_+_8.2_","RH100",217.800625938,"TCA_org_transformation"
"10918","_8.1_+_8.2_","RH101",731.241640526,"TCA_org_transformation"
"10919","_8.1_+_8.2_","RH102",992.952675377,"TCA_org_transformation"
"10920","_8.1_+_8.2_","RH103",478.80830716,"TCA_org_transformation"
"10921","_8.1_+_8.2_","RH104",971.043930607,"TCA_org_transformation"
"10922","_8.1_+_8.2_","RH117",791.676130234,"TCA_org_transformation"
"10923","_8.1_+_8.2_","RH118",672.200615339,"TCA_org_transformation"
"10924","_8.1_+_8.2_","RH119",870.964011305,"TCA_org_transformation"
"10925","_8.1_+_8.2_","RH120",857.550774156,"TCA_org_transformation"
"10926","_8.1_+_8.2_","RH121",633.408363644,"TCA_org_transformation"
"10927","_8.1_+_8.2_","RH122",750.452148746,"TCA_org_transformation"
"10928","_8.1_+_8.2_","RH123",1070.496630197,"TCA_org_transformation"
"10929","_8.1_+_8.2_","RH124",945.637259249,"TCA_org_transformation"
"10930","_8.1_+_8.2_","RH125",976.083862664,"TCA_org_transformation"
"10931","_8.1_+_8.2_","T013",996.492448955,"TCA_org_transformation"
"10932","_8.1_+_8.2_","T014",654.202097751,"TCA_org_transformation"
"10933","_8.1_+_8.2_","T015",856.3264831,"TCA_org_transformation"
"10934","_8.1_+_8.2_","T017",1268.907837188,"TCA_org_transformation"
"10935","_8.1_+_8.2_","T018",727.683744703,"TCA_org_transformation"
"10936","_8.1_+_8.2_","T019",570.405358676,"TCA_org_transformation"
"10937","_8.1_+_8.2_","T021",1266.62559936,"TCA_org_transformation"
"10938","_8.1_+_8.2_","T022",1333.715169685,"TCA_org_transformation"
"10939","_8.1_+_8.2_","T023",958.631053652,"TCA_org_transformation"
"10940","_8.1_+_8.2_","T049",754.061904993,"TCA_org_transformation"
"10941","_8.1_+_8.2_","T050",747.616996669,"TCA_org_transformation"
"10942","_8.1_+_8.2_","T051",1185.411813764,"TCA_org_transformation"
"10943","_8.1_+_8.2_","T053",817.752559872,"TCA_org_transformation"
"10944","_8.1_+_8.2_","T054",371.092936948,"TCA_org_transformation"
"10945","_8.1_+_8.2_","T055",781.987459681,"TCA_org_transformation"
"10946","_8.1_+_8.2_","T057",721.011634052,"TCA_org_transformation"
"10947","_8.1_+_8.2_","T058",965.17358503,"TCA_org_transformation"
"10948","_8.1_+_8.2_","T145",905.63063431,"TCA_org_transformation"
"10949","_8.1_+_8.2_","T146",489.351524264,"TCA_org_transformation"
"10950","_8.1_+_8.2_","T147",913.926711916,"TCA_org_transformation"
"10951","_8.1_+_8.2_","T149",457.279876373,"TCA_org_transformation"
"10952","_8.1_+_8.2_","T150",1052.373682554,"TCA_org_transformation"
"10953","_8.1_+_8.2_","T151",288.344364821,"TCA_org_transformation"
"10954","_8.1_+_8.2_","T153",876.844167566,"TCA_org_transformation"
"10955","_8.1_+_8.2_","T154",843.882772187,"TCA_org_transformation"
"10956","_8.1_+_8.2_","T155",744.432440215,"TCA_org_transformation"
"10957","_8.1_+_8.2_","T157",1355.83401855,"TCA_org_transformation"
"10958","_8.1_+_8.2_","T158",853.297995482,"TCA_org_transformation"
"10959","_8.1_+_8.2_","T159",689.022007599,"TCA_org_transformation"
"10960","_8.1_+_8.2_","T161",1158.144425225,"TCA_org_transformation"
"10961","_8.1_+_8.2_","T162",996.534840416,"TCA_org_transformation"
"10962","_8.1_+_8.2_","T163",902.541685097,"TCA_org_transformation"
"10963","_8.1_+_8.2_","T165",746.287821279,"TCA_org_transformation"
"10964","_8.1_+_8.2_","T166",710.92905924,"TCA_org_transformation"
"10965","_8.1_+_8.2_","T167",676.76034075,"TCA_org_transformation"
"10966","_8.1_+_8.2_","T217",1512.215616249,"TCA_org_transformation"
"10967","_8.1_+_8.2_","T218",493.530736308,"TCA_org_transformation"
"10968","_8.1_+_8.2_","T219",1136.856621079,"TCA_org_transformation"
"10969","_8.1_+_8.2_","T221",1138.694774469,"TCA_org_transformation"
"10970","_8.1_+_8.2_","T222",1503.145135603,"TCA_org_transformation"
"10971","_8.1_+_8.2_","T223",490.289644174,"TCA_org_transformation"
"10972","_8.1_+_8.2_","T225",1125.723025141,"TCA_org_transformation"
"10973","_8.1_+_8.2_","T226",1211.897320979,"TCA_org_transformation"
"10974","_8.1_+_8.2_","T227",549.453089537,"TCA_org_transformation"
"10975","_8.1_+_8.2_","T241",1172.23739695,"TCA_org_transformation"
"10976","_8.1_+_8.2_","T242",487.349208721,"TCA_org_transformation"
"10977","_8.1_+_8.2_","T243",1055.50710935,"TCA_org_transformation"
"10978","_8.1_+_8.2_","T245",1040.166030628,"TCA_org_transformation"
"10979","_8.1_+_8.2_","T246",428.878630495,"TCA_org_transformation"
"10980","_8.1_+_8.2_","T247",1278.326507268,"TCA_org_transformation"
"10981","_8.1_+_8.2_","T249",392.412826996,"TCA_org_transformation"
"10982","_8.1_+_8.2_","T250",1407.969210483,"TCA_org_transformation"
"10983","_8.1_+_8.2_","T251",985.071488678,"TCA_org_transformation"
"10984","_8.1_+_8.2_","T319",748.648513644,"TCA_org_transformation"
"10985","_8.1_+_8.2_","T320",768.384139517,"TCA_org_transformation"
"10986","_8.1_+_8.2_","T321",646.275988339,"TCA_org_transformation"
"10987","_8.1_+_8.2_","T323",1030.00502718,"TCA_org_transformation"
"10988","_8.1_+_8.2_","T324",615.087417788,"TCA_org_transformation"
"10989","_8.1_+_8.2_","T325",387.265559738,"TCA_org_transformation"
"10990","_8.1_+_8.2_","T327",914.825300005,"TCA_org_transformation"
"10991","_8.1_+_8.2_","T328",699.517446641,"TCA_org_transformation"
"10992","_8.1_+_8.2_","T329",354.664933191,"TCA_org_transformation"
"10993","_8.1_+_8.2_","T331",841.618400698,"TCA_org_transformation"
"10994","_8.1_+_8.2_","T332",486.735224412,"TCA_org_transformation"
"10995","_8.1_+_8.2_","T333",659.13430719,"TCA_org_transformation"
"10996","_8.1_+_8.2_","T336",1819.519438683,"TCA_org_transformation"
"10997","_8.1_+_8.2_","T337",1057.051035282,"TCA_org_transformation"
"10998","_8.1_+_8.2_","T339",1273.740947784,"TCA_org_transformation"
"10999","_8.1_+_8.2_","T340",1049.500523798,"TCA_org_transformation"
"11000","_8.1_+_8.2_","T341",1150.009270034,"TCA_org_transformation"
"11001","_8.1_+_8.2_","T372",1036.774347411,"TCA_org_transformation"
"11002","_8.1_+_8.2_","T373",915.030483293,"TCA_org_transformation"
"11003","_8.1_+_8.2_","T374",883.437263355,"TCA_org_transformation"
"11004","_8.1_+_8.2_","T376",876.98400809,"TCA_org_transformation"
"11005","_8.1_+_8.2_","T377",405.20742805,"TCA_org_transformation"
"11006","_8.1_+_8.2_","T378",868.019487517,"TCA_org_transformation"
"11007","_8.1_+_8.2_","T381",931.053339081,"TCA_org_transformation"
"11008","_8.1_+_8.2_","T382",940.486622448,"TCA_org_transformation"
"11009","_8.1_+_8.2_","T397",852.05537933,"TCA_org_transformation"
"11010","_8.1_+_8.2_","T398",815.002187752,"TCA_org_transformation"
"11011","_8.1_+_8.2_","T399",463.676299434,"TCA_org_transformation"
"11012","_8.1_+_8.2_","T402",981.126204554,"TCA_org_transformation"
"11013","_8.1_+_8.2_","T403",331.260749915,"TCA_org_transformation"
"11014","_8.1_+_8.2_","T405",822.811029889,"TCA_org_transformation"
"11015","_8.1_+_8.2_","T406",874.000347529,"TCA_org_transformation"
"11016","_8.1_+_8.2_","YG017",283.659318064,"TCA_org_transformation"
"11017","_8.1_+_8.2_","YG018",350.877849786,"TCA_org_transformation"
"11018","_8.1_+_8.2_","YG019",154.482422284,"TCA_org_transformation"
"11019","_8.1_+_8.2_","YG020",524.505374329,"TCA_org_transformation"
"11020","_8.1_+_8.2_","YG021",997.780025648,"TCA_org_transformation"
"11021","_8.1_+_8.2_","YG022",778.792404035,"TCA_org_transformation"
"11022","_8.1_+_8.2_","YG029",282.767200447,"TCA_org_transformation"
"11023","_8.1_+_8.2_","YG030",172.586396838,"TCA_org_transformation"
"11024","_8.1_+_8.2_","YG031",185.211941185,"TCA_org_transformation"
"11025","_8.1_+_8.2_","YG043",600.674059772,"TCA_org_transformation"
"11026","_8.1_+_8.2_","YG044",604.137211834,"TCA_org_transformation"
"11027","_8.1_+_8.2_","YG045",416.275651103,"TCA_org_transformation"
"11028","_8.1_+_8.2_","YG054",421.842053541,"TCA_org_transformation"
"11029","_8.1_+_8.2_","YG055",491.255050171,"TCA_org_transformation"
"11030","_8.1_+_8.2_","YG056",574.32924874,"TCA_org_transformation"
"11031","_8.1_+_8.2_","YG070",869.617459039,"TCA_org_transformation"
"11032","_8.1_+_8.2_","YG071",561.291709869,"TCA_org_transformation"
"11033","_8.1_+_8.2_","YG072",528.987360706,"TCA_org_transformation"
"11034","_8.1_+_8.2_","YG075",333.978541716,"TCA_org_transformation"
"11035","_8.1_+_8.2_","YG076",789.680528808,"TCA_org_transformation"
"11036","_8.1_+_8.2_","YG077",551.67881497,"TCA_org_transformation"
"11037","_8.1_+_8.2_","YG080",482.996899601,"TCA_org_transformation"
"11038","_8.1_+_8.2_","YG081",388.506094132,"TCA_org_transformation"
"11039","_8.1_+_8.2_","YG082",182.54189814,"TCA_org_transformation"
"11040","_8.1_+_8.2_","YG084",450.499518691,"TCA_org_transformation"
"11041","_8.1_+_8.2_","YG085",567.536157572,"TCA_org_transformation"
"11042","_8.1_+_8.2_","YG086",460.953420224,"TCA_org_transformation"
"11043","_8.1_+_8.2_","YG120",1494.056480554,"TCA_org_transformation"
"11044","_8.1_+_8.2_","YG121",743.59514687,"TCA_org_transformation"
"11045","_8.1_+_8.2_","YG123",593.233599207,"TCA_org_transformation"
"11046","_8.1_+_8.2_","YG124",488.744893906,"TCA_org_transformation"
"11047","_8.1_+_8.2_","YG125",977.242878986,"TCA_org_transformation"
"11048","_8.1_+_8.2_","YG127",696.722748321,"TCA_org_transformation"
"11049","_8.1_+_8.2_","YG129",854.412876103,"TCA_org_transformation"
"11050","_8.1_+_8.2_","YG135",841.821154789,"TCA_org_transformation"
"11051","_8.1_+_8.2_","YG136",717.407359483,"TCA_org_transformation"
"11052","_8.1_+_8.2_","YG137",924.299757377,"TCA_org_transformation"
"11053","_8.1_+_8.2_","YG168",431.357321419,"TCA_org_transformation"
"11054","_8.1_+_8.2_","YG169",622.658037036,"TCA_org_transformation"
"11055","_8.1_+_8.2_","YG170",670.007567825,"TCA_org_transformation"
"11056","_8.1_+_8.2_","YG186",347.580616801,"TCA_org_transformation"
"11057","_8.1_+_8.2_","YG187",927.088148046,"TCA_org_transformation"
"11058","_8.1_+_8.2_","YG188",731.587925308,"TCA_org_transformation"
"11059","_8.1_+_8.2_","YG202",741.930694847,"TCA_org_transformation"
"11060","_8.1_+_8.2_","YG203",1131.944054348,"TCA_org_transformation"
"11061","_21_+_26.9_","BINCODE",0,"redox"
"11062","_21_+_26.9_","KG022",2039.412501647,"redox"
"11063","_21_+_26.9_","KG024",1499.907832924,"redox"
"11064","_21_+_26.9_","KG036",1505.769723633,"redox"
"11065","_21_+_26.9_","KG037",1479.121437495,"redox"
"11066","_21_+_26.9_","KG038",1094.548518229,"redox"
"11067","_21_+_26.9_","KG049",2570.145552309,"redox"
"11068","_21_+_26.9_","KG050",3308.9006092,"redox"
"11069","_21_+_26.9_","KG051",4557.421924962,"redox"
"11070","_21_+_26.9_","KG077",943.426178471,"redox"
"11071","_21_+_26.9_","KG078",1397.999356093,"redox"
"11072","_21_+_26.9_","KG079",1477.173682641,"redox"
"11073","_21_+_26.9_","KG081",3111.607119345,"redox"
"11074","_21_+_26.9_","KG082",4183.027442798,"redox"
"11075","_21_+_26.9_","KG083",3169.77688563,"redox"
"11076","_21_+_26.9_","KG101",1291.974108727,"redox"
"11077","_21_+_26.9_","KG102",535.129453146,"redox"
"11078","_21_+_26.9_","KG103",1863.238543697,"redox"
"11079","_21_+_26.9_","KG105",2140.069615534,"redox"
"11080","_21_+_26.9_","KG106",1539.351731387,"redox"
"11081","_21_+_26.9_","KG107",1237.057652993,"redox"
"11082","_21_+_26.9_","KG117",2216.420227714,"redox"
"11083","_21_+_26.9_","KG118",2774.726248501,"redox"
"11084","_21_+_26.9_","KG119",2674.454908014,"redox"
"11085","_21_+_26.9_","KG121",674.898688198,"redox"
"11086","_21_+_26.9_","KG122",1103.231631095,"redox"
"11087","_21_+_26.9_","KG123",1062.905300543,"redox"
"11088","_21_+_26.9_","KG133",929.473713377,"redox"
"11089","_21_+_26.9_","KG134",2207.624669949,"redox"
"11090","_21_+_26.9_","KG135",1264.410890179,"redox"
"11091","_21_+_26.9_","KG137",1678.870501851,"redox"
"11092","_21_+_26.9_","KG138",2113.024682044,"redox"
"11093","_21_+_26.9_","KG139",1616.727847843,"redox"
"11094","_21_+_26.9_","KG141",1630.944597979,"redox"
"11095","_21_+_26.9_","KG142",1682.261404596,"redox"
"11096","_21_+_26.9_","KG143",1605.2065789,"redox"
"11097","_21_+_26.9_","NAME",0,"redox"
"11098","_21_+_26.9_","QL106",1575.379966021,"redox"
"11099","_21_+_26.9_","QL107",1736.813200074,"redox"
"11100","_21_+_26.9_","QL108",1117.48045093,"redox"
"11101","_21_+_26.9_","QL110",1114.989246222,"redox"
"11102","_21_+_26.9_","QL111",680.596147909,"redox"
"11103","_21_+_26.9_","QL112",996.847602551,"redox"
"11104","_21_+_26.9_","QL114",620.952059612,"redox"
"11105","_21_+_26.9_","QL115",2020.123162398,"redox"
"11106","_21_+_26.9_","QL116",462.41993865,"redox"
"11107","_21_+_26.9_","QL130",3296.179053079,"redox"
"11108","_21_+_26.9_","QL131",2699.11123732,"redox"
"11109","_21_+_26.9_","QL132",1422.711649634,"redox"
"11110","_21_+_26.9_","QL133",2309.08520545,"redox"
"11111","_21_+_26.9_","QL134",990.933930778,"redox"
"11112","_21_+_26.9_","QL135",1876.249915345,"redox"
"11113","_21_+_26.9_","QL136",2027.914689261,"redox"
"11114","_21_+_26.9_","QL137",997.269433911,"redox"
"11115","_21_+_26.9_","QL138",1582.741425112,"redox"
"11116","_21_+_26.9_","QL139",1255.419486844,"redox"
"11117","_21_+_26.9_","QL140",1187.949009936,"redox"
"11118","_21_+_26.9_","QL141",769.36418718,"redox"
"11119","_21_+_26.9_","QL142",1337.837120896,"redox"
"11120","_21_+_26.9_","QL143",1014.538163974,"redox"
"11121","_21_+_26.9_","QL144",805.861708212,"redox"
"11122","_21_+_26.9_","QL145",443.967319098,"redox"
"11123","_21_+_26.9_","QL146",1013.748751881,"redox"
"11124","_21_+_26.9_","QL147",580.812792537,"redox"
"11125","_21_+_26.9_","QL148",2411.821775461,"redox"
"11126","_21_+_26.9_","QL149",1019.71204986,"redox"
"11127","_21_+_26.9_","QL150",949.727666905,"redox"
"11128","_21_+_26.9_","QL151",681.003474592,"redox"
"11129","_21_+_26.9_","QL152",939.520824522,"redox"
"11130","_21_+_26.9_","QL153",829.931076781,"redox"
"11131","_21_+_26.9_","QL154",1019.782529824,"redox"
"11132","_21_+_26.9_","QL155",1520.690517255,"redox"
"11133","_21_+_26.9_","QL156",748.147398019,"redox"
"11134","_21_+_26.9_","QL170",1486.351397297,"redox"
"11135","_21_+_26.9_","QL171",747.616314084,"redox"
"11136","_21_+_26.9_","QL172",1312.50906758,"redox"
"11137","_21_+_26.9_","QL173",1859.729168161,"redox"
"11138","_21_+_26.9_","QL174",1538.184957044,"redox"
"11139","_21_+_26.9_","QL175",1367.648580077,"redox"
"11140","_21_+_26.9_","QL184",1609.728955009,"redox"
"11141","_21_+_26.9_","QL185",2026.882400028,"redox"
"11142","_21_+_26.9_","QL186",1062.077723494,"redox"
"11143","_21_+_26.9_","QL226",2758.616007844,"redox"
"11144","_21_+_26.9_","QL227",2973.462394447,"redox"
"11145","_21_+_26.9_","QL228",3044.436367317,"redox"
"11146","_21_+_26.9_","QL229",1567.991730528,"redox"
"11147","_21_+_26.9_","QL230",3545.46164185,"redox"
"11148","_21_+_26.9_","QL231",2209.595565245,"redox"
"11149","_21_+_26.9_","QL232",2333.183744849,"redox"
"11150","_21_+_26.9_","QL233",2334.222136586,"redox"
"11151","_21_+_26.9_","QL234",1761.788398103,"redox"
"11152","_21_+_26.9_","QL235",1832.441643793,"redox"
"11153","_21_+_26.9_","QL236",2472.048318163,"redox"
"11154","_21_+_26.9_","QL237",788.338211173,"redox"
"11155","_21_+_26.9_","QL238",1815.947628925,"redox"
"11156","_21_+_26.9_","QL239",2496.645412761,"redox"
"11157","_21_+_26.9_","QL240",1765.391418175,"redox"
"11158","_21_+_26.9_","QL241",981.468526861,"redox"
"11159","_21_+_26.9_","QL242",2519.703253886,"redox"
"11160","_21_+_26.9_","QL243",1256.141101919,"redox"
"11161","_21_+_26.9_","QL304",1151.409588724,"redox"
"11162","_21_+_26.9_","QL305",2077.570225489,"redox"
"11163","_21_+_26.9_","QL306",1262.119088895,"redox"
"11164","_21_+_26.9_","QL307",2535.787546967,"redox"
"11165","_21_+_26.9_","QL308",1664.68758654,"redox"
"11166","_21_+_26.9_","QL309",1298.611346584,"redox"
"11167","_21_+_26.9_","QL311",1684.070453076,"redox"
"11168","_21_+_26.9_","QL312",789.700487969,"redox"
"11169","_21_+_26.9_","QL313",2100.597387187,"redox"
"11170","_21_+_26.9_","QL314",1466.076481361,"redox"
"11171","_21_+_26.9_","QL315",1241.881402229,"redox"
"11172","_21_+_26.9_","QL316",1360.31513956,"redox"
"11173","_21_+_26.9_","QL318",1523.757798842,"redox"
"11174","_21_+_26.9_","QL319",1677.720413226,"redox"
"11175","_21_+_26.9_","QL320",1923.711865714,"redox"
"11176","_21_+_26.9_","QL321",1405.163971256,"redox"
"11177","_21_+_26.9_","QL325",1796.828331872,"redox"
"11178","_21_+_26.9_","QL326",2022.103826358,"redox"
"11179","_21_+_26.9_","QL327",2326.217703076,"redox"
"11180","_21_+_26.9_","QL328",1483.433731401,"redox"
"11181","_21_+_26.9_","QL329",1493.66586344,"redox"
"11182","_21_+_26.9_","QL330",1900.739143608,"redox"
"11183","_21_+_26.9_","QL331",1405.122232701,"redox"
"11184","_21_+_26.9_","QL332",1589.885851145,"redox"
"11185","_21_+_26.9_","QL333",1036.263704492,"redox"
"11186","_21_+_26.9_","QL397",1575.398195776,"redox"
"11187","_21_+_26.9_","QL398",2014.502991289,"redox"
"11188","_21_+_26.9_","QL400",2189.131730907,"redox"
"11189","_21_+_26.9_","QL401",1757.783503195,"redox"
"11190","_21_+_26.9_","QL402",1869.052566487,"redox"
"11191","_21_+_26.9_","QL403",2059.828146876,"redox"
"11192","_21_+_26.9_","QL404",606.635473838,"redox"
"11193","_21_+_26.9_","QL405",1740.087228407,"redox"
"11194","_21_+_26.9_","QL406",2573.180720285,"redox"
"11195","_21_+_26.9_","QL407",1164.881043047,"redox"
"11196","_21_+_26.9_","QL408",1568.451289295,"redox"
"11197","_21_+_26.9_","QL410",4665.520467687,"redox"
"11198","_21_+_26.9_","QL411",2285.823238726,"redox"
"11199","_21_+_26.9_","QL412",2640.560853345,"redox"
"11200","_21_+_26.9_","QL414",1889.432778725,"redox"
"11201","_21_+_26.9_","QL415",2118.684489733,"redox"
"11202","_21_+_26.9_","QL416",984.839744831,"redox"
"11203","_21_+_26.9_","QL448",1719.353632002,"redox"
"11204","_21_+_26.9_","QL449",1357.726487525,"redox"
"11205","_21_+_26.9_","QL450",1306.809857072,"redox"
"11206","_21_+_26.9_","QL451",1779.324939825,"redox"
"11207","_21_+_26.9_","QL452",614.282468802,"redox"
"11208","_21_+_26.9_","QL453",1022.155169004,"redox"
"11209","_21_+_26.9_","QL454",1021.909732371,"redox"
"11210","_21_+_26.9_","QL455",1416.328964188,"redox"
"11211","_21_+_26.9_","QL456",1487.222285206,"redox"
"11212","_21_+_26.9_","RH002",3013.646387618,"redox"
"11213","_21_+_26.9_","RH003",3806.691633197,"redox"
"11214","_21_+_26.9_","RH005",1356.138690853,"redox"
"11215","_21_+_26.9_","RH006",4017.680764816,"redox"
"11216","_21_+_26.9_","RH007",4051.122850399,"redox"
"11217","_21_+_26.9_","RH009",3254.383457107,"redox"
"11218","_21_+_26.9_","RH010",3260.611789058,"redox"
"11219","_21_+_26.9_","RH011",1932.775979852,"redox"
"11220","_21_+_26.9_","RH055",3869.769770431,"redox"
"11221","_21_+_26.9_","RH056",3934.282877546,"redox"
"11222","_21_+_26.9_","RH057",3858.461228284,"redox"
"11223","_21_+_26.9_","RH059",3704.197197142,"redox"
"11224","_21_+_26.9_","RH060",3095.1766496,"redox"
"11225","_21_+_26.9_","RH061",3656.37062304,"redox"
"11226","_21_+_26.9_","RH063",4319.199986656,"redox"
"11227","_21_+_26.9_","RH064",3628.37783664,"redox"
"11228","_21_+_26.9_","RH065",2460.414283923,"redox"
"11229","_21_+_26.9_","RH096",3453.113688908,"redox"
"11230","_21_+_26.9_","RH097",1996.763834584,"redox"
"11231","_21_+_26.9_","RH098",2384.594453267,"redox"
"11232","_21_+_26.9_","RH099",994.611879242,"redox"
"11233","_21_+_26.9_","RH100",814.292256198,"redox"
"11234","_21_+_26.9_","RH101",2910.810018315,"redox"
"11235","_21_+_26.9_","RH102",4469.461393872,"redox"
"11236","_21_+_26.9_","RH103",2180.946993644,"redox"
"11237","_21_+_26.9_","RH104",4447.213175723,"redox"
"11238","_21_+_26.9_","RH117",2292.675623683,"redox"
"11239","_21_+_26.9_","RH118",2105.652651949,"redox"
"11240","_21_+_26.9_","RH119",3012.697452707,"redox"
"11241","_21_+_26.9_","RH120",2229.736897964,"redox"
"11242","_21_+_26.9_","RH121",2417.712217547,"redox"
"11243","_21_+_26.9_","RH122",2694.559303016,"redox"
"11244","_21_+_26.9_","RH123",2414.52946646,"redox"
"11245","_21_+_26.9_","RH124",3625.62386793,"redox"
"11246","_21_+_26.9_","RH125",3255.131451894,"redox"
"11247","_21_+_26.9_","T013",2312.904169694,"redox"
"11248","_21_+_26.9_","T014",1844.367323035,"redox"
"11249","_21_+_26.9_","T015",2303.239202961,"redox"
"11250","_21_+_26.9_","T017",3214.080701665,"redox"
"11251","_21_+_26.9_","T018",1929.530888867,"redox"
"11252","_21_+_26.9_","T019",1376.021933773,"redox"
"11253","_21_+_26.9_","T021",3072.976579536,"redox"
"11254","_21_+_26.9_","T022",2971.766393059,"redox"
"11255","_21_+_26.9_","T023",2674.668448927,"redox"
"11256","_21_+_26.9_","T049",1543.761285527,"redox"
"11257","_21_+_26.9_","T050",1556.563325042,"redox"
"11258","_21_+_26.9_","T051",3682.661900702,"redox"
"11259","_21_+_26.9_","T053",1422.082981514,"redox"
"11260","_21_+_26.9_","T054",994.963690724,"redox"
"11261","_21_+_26.9_","T055",2149.734961959,"redox"
"11262","_21_+_26.9_","T057",1846.285014469,"redox"
"11263","_21_+_26.9_","T058",3093.614206161,"redox"
"11264","_21_+_26.9_","T145",2198.431940587,"redox"
"11265","_21_+_26.9_","T146",1359.003467394,"redox"
"11266","_21_+_26.9_","T147",2317.525838354,"redox"
"11267","_21_+_26.9_","T149",1273.581033259,"redox"
