sample,d13C,soil_P,soil_S,soil_N,soil_C,Narea_mean,Narea_SE,Narea_CV,Latitude,Longitude,leaf_age,mg_Cl_a_per_m2,mg_Cl_b_per_m2,mg_Cl_total_per_m2,umol_Cl_a_per_m2,umol_Cl_b_per_m2,umol_Cl_total_per_m2,irradiance,gap,P,S.x,Unit,N,C,H,S.y,photo_max,Cond,Ci,Tleaf,LMA_g_per_m2,LWC_percent,species,site_revised,tavg,dnrg,isot,tsea,tmax,tmin,trng,twet,tdry,twrm,tcld,prec,pwmt,pdmt,psea,pwet,pdry,pwrm,pcld,soilN,soilP,soilC,alpha,site_id.x,tavg_recent_year,tmax_recent_year,prec_recent_year,VPD_recent_year,site_id.y,tavg_recent_month,tmax_recent_month,prec_recent_month,VPD_recent_month,N_per_area,P_per_area,leaf_rad,species_confirmed,biological_rep,date,gap_mean,gap_SE,leafrad_mean,leafrad_SE,LMA_mean,LMA_SE
QL154,-31.11,227.932,166.675,0.13438,2.8646,1687.38381518144,107.20773500797,NA,-18.38,146.08,new,2564.990253,599.0038766,3163.99413,2869.116614,670.0267076,3539.143322,18.06536674,40.02,495.485,49.451,ppm,1.0566,52.0495,6.832,0.026,NA,NA,NA,NA,137.3829505,51.70302851,eucfib,QLD_Cardwell_N,23.67531586,9.848927498,53.98749924,308.629425,31.68298149,13.4400034,18.24297714,26.79206657,20.19677544,27.0763607,19.47549629,2015.045532,462.7641602,39.31599426,85.92375946,1135.613525,121.2937698,977.6665039,134.7220917,0.101468563,0.017454147,3.534801722,0.995464982079457,34,24.12769865,28.53052057,1187.399999,-8.213872124,34,19.07233346,24.08133348,14.30000018,-5.534135288,1451.588254983,680711.912284925,7.229759769348,eucfib,3,150810,37.514625,2.01320444904283,6.77715458738573,0.363692766945583,154.668857455556,8.08185359255064
QL155,-31.11,227.932,166.675,0.13438,2.8646,1687.38381518144,107.20773500797,NA,-18.38,146.08,mid,2174.314741,500.3278047,2674.642545,2432.119397,559.6507882,2991.770185,18.06536674,35.51775,407.05,80.619,ppm,1.0623,50.5085,6.77,0.036,NA,NA,NA,NA,150.1939266,55.42168675,eucfib,QLD_Cardwell_N,23.67531586,9.848927498,53.98749924,308.629425,31.68298149,13.4400034,18.24297714,26.79206657,20.19677544,27.0763607,19.47549629,2015.045532,462.7641602,39.31599426,85.92375946,1135.613525,121.2937698,977.6665039,134.7220917,0.101468563,0.017454147,3.534801722,0.995464982079457,34,24.12769865,28.53052057,1187.399999,-8.213872124,34,19.07233346,24.08133348,14.30000018,-5.534135288,1595.5100822718,611364.3782253,6.41641179529635,eucfib,3,150810,37.514625,2.01320444904283,6.77715458738573,0.363692766945583,154.668857455556,8.08185359255064
QL156,-31.11,227.932,166.675,0.13438,2.8646,1687.38381518144,107.20773500797,NA,-18.38,146.08,old,2419.275455,551.0387035,2970.314158,2706.12467,616.3743887,3322.499059,18.06536674,31.0155,287.512,81.7,ppm,0.9287,51.9822,6.779,0.026,NA,NA,NA,NA,166.2648685,49.09181141,eucfib,QLD_Cardwell_N,23.67531586,9.848927498,53.98749924,308.629425,31.68298149,13.4400034,18.24297714,26.79206657,20.19677544,27.0763607,19.47549629,2015.045532,462.7641602,39.31599426,85.92375946,1135.613525,121.2937698,977.6665039,134.7220917,0.101468563,0.017454147,3.534801722,0.995464982079457,34,24.12769865,28.53052057,1187.399999,-8.213872124,34,19.07233346,24.08133348,14.30000018,-5.534135288,1544.1018337595,478031.44872172,5.6030638212447,eucfib,3,150810,37.514625,2.01320444904283,6.77715458738573,0.363692766945583,154.668857455556,8.08185359255064
QL170,-31.93,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,new,1523.269359,322.5093143,1845.778673,1703.880714,360.7486738,2064.629388,17.38562965,45.36,401.224,647.221,ppm,1.1335,54.3271,6.95,0.027,19.77536327,0.397121928,1657.991119,25.56449509,192.0839805,42.125579,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2177.2719189675,770687.02992132,7.88612160924,corcla,1,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL171,-31.93,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,mid,2325.62538,486.8596651,2812.485045,2601.370671,544.5857551,3145.956426,17.38562965,40.257,488.816,652.89,ppm,1.0635,54.2926,6.982,0.028,16.4983038,0.29493268,1653.703994,25.0241394,149.47083,44.65442105,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,1589.62227705,730637.3323728,6.9989329282005,corcla,1,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL172,-31.93,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,old,2460.394364,541.9802597,3002.374624,2752.118976,606.2419012,3358.360877,17.38562965,35.154,374.111,664.747,ppm,1.1253,53.8183,6.803,0.025,13.46215059,0.448493646,1699.462716,25.17427254,159.7179667,44.61674385,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,1797.3062792751,597522.482401037,6.111744247161,corcla,1,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL173,-28.47,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,new,1908.610827,360.0833962,2268.694223,2134.911439,402.7778481,2537.689287,17.38562965,73.78,473.762,540.699,ppm,1.0711,54.2429,6.776,0.029,14.50637346,0.10610964,1521.518548,25.84064865,201.0475601,42.39858212,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2153.4204162311,952486.941680962,12.82711755577,corcla,2,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL174,-28.47,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,mid,2607.175599,570.357719,3177.533318,2916.303803,637.9840257,3554.287828,17.38562965,65.47975,408.31,535.329,ppm,1.0472,53.8119,6.647,0.02,13.48490114,0.204566261,1648.80284,25.94100571,220.2592347,44.97410797,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2306.5547057784,899340.48120357,11.3840668307459,corcla,2,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL175,-28.47,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,old,3392.615692,680.5675309,4073.183223,3794.872138,761.2612203,4556.133359,17.38562965,57.1795,496.334,542.741,ppm,1.1619,54.0362,6.768,0.032,14.81028984,0.08344611,1466.752682,26.79201317,193.901083,43.03276312,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2252.936683377,962397.00129722,9.94101610572175,corcla,2,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL184,-29.18,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,new,1208.36488,230.1826201,1438.5475,1351.638568,257.4749666,1609.113535,17.38562965,66.14,395.471,386.447,ppm,1.0155,54.252,6.81,0.026,16.13920471,0.060341058,1325.55054,25.74990273,235.7227111,42.17774448,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2393.7641312205,932214.962814281,11.49885545051,corcla,3,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL185,-29.18,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,mid,2086.646283,384.2279647,2470.874247,2334.056245,429.7851955,2763.84144,17.38562965,58.69925,535.309,741.204,ppm,1.225,54.3522,6.967,0.029,20.26035107,0.301832611,1654.882462,26.0051384,212.6736016,41.80475438,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,2605.2516196,1138460.92998894,10.2052342123276,corcla,3,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL186,-29.18,216.121,299.701,0.15006,3.3371,2109.2711357636,113.161313612197,0.160948459911338,-17.92,146.01,old,1589.552334,317.1660227,1906.718357,1778.022745,354.7718375,2132.794583,17.38562965,51.2585,417.581,450.92,ppm,0.8888,53.3247,6.752,0.018,15.01707359,0.146627182,1612.129543,25.99798393,192.0918306,38.6119109,corcla,QLD_Mt_Mackay,23.57130432,9.787305832,54.55070114,299.7119446,31.74047661,13.79880905,17.94166756,25.64802361,21.88546944,26.88567734,19.49597931,3178.791748,605.932373,71.98401642,72.06341553,1575.023438,245.164505,1275.147461,345.3154297,0.148763418,0.032059785,4.653194427,1.12802379876938,31,24.39368489,28.77704106,1996.300006,-8.159679437,31,19.64699993,24.48566659,53.39999883,-5.233303163,1707.3121903728,802138.987137786,8.91161297414525,corcla,3,150812,54.812,4.28640927513441,9.529411323758,0.745219241858119,195.218755366667,9.11406274564809
QL226,-28.75,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,new,1417.318864,266.5209131,1683.839777,1585.367856,298.1218267,1883.489683,18.6968174,74.93,892.401,636.873,ppm,1.4473,54.4327,7.14,0.062,NA,NA,NA,NA,224.5654675,52.48554479,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3250.1360111275,2004024.47762468,14.00952527782,eucter,1,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL227,-28.75,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,mid,2629.237022,569.2370128,3198.474035,2940.981009,636.7304394,3577.711449,18.6968174,66.500375,916.516,933.039,ppm,1.6021,54.2646,7.115,0.051,NA,NA,NA,NA,200.8498177,53.42811331,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3217.8149293717,1840820.71519133,12.4334536840653,eucter,1,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL228,-29.8,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,new,1152.659845,225.572954,1378.232799,1289.328686,252.3187405,1541.647426,18.6968174,65.97,1079.348,701.869,ppm,1.5826,54.8214,7.204,0.043,28.8412447,0.089550477,1208.436829,25.29703712,235.7885776,51.24378947,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3731.5900290976,2544979.29655405,12.33429043878,eucter,2,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL229,-28.75,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,old,2061.102659,430.0882924,2491.190951,2305.483958,481.0831012,2786.567059,18.6968174,58.07075,951.807,577.941,ppm,1.6508,53.3499,6.711,0.036,NA,NA,NA,NA,187.8904292,56.40430213,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3101.6952052336,1788354.25745564,10.8573820903105,eucter,1,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL230,-29.8,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,mid,1342.846211,286.0495813,1628.895793,1502.065113,319.9659746,1822.031088,18.6968174,58.548375,917.609,886.407,ppm,1.3524,55.2882,7.054,0.031,17.62444836,0.062694854,1292.995934,25.38217163,233.1890402,48.22756395,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3153.6485796648,2139763.61988882,10.9466827644172,eucter,2,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL231,-29.8,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,old,1706.953488,343.5008021,2050.454291,1909.343947,384.2290851,2293.573032,18.6968174,51.12675,798.761,556.59,ppm,1.3099,54.3406,7.02,0.113,14.47793856,0.209481049,1640.587016,24.8515892,223.8961326,49.17609538,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,2932.8154409274,1788394.98771709,9.5590750900545,eucter,2,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL232,-30.13,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,new,1882.082505,383.6198687,2265.702373,2105.237701,429.1049986,2534.342699,18.6968174,69.15,993.692,511.118,ppm,1.5889,54.9776,7.194,0.066,NA,NA,NA,NA,206.3788643,53.97482522,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,3279.1537748627,2050770.26423996,12.9288492321,eucter,3,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL233,-30.13,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,mid,1530.279085,328.2657277,1858.544812,1711.721571,367.1876148,2078.909186,18.6968174,61.370625,783.034,930.806,ppm,1.4029,54.8166,6.941,0.072,17.69806198,0.090920824,1439.250207,24.70307732,189.4404593,51.96850394,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,2657.6602035197,1483383.20607516,11.4743536934888,eucter,3,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL234,-30.13,919.752,261.344,0.13456,2.6907,3139.47113790002,99.2017699239935,0.0947947271052306,-18.22,145.53,old,1904.673648,421.9996949,2326.673343,2130.507437,472.0354529,2602.54289,18.6968174,53.59125,734.113,677.32,ppm,1.5144,54.644,7.086,0.094,13.13387572,0.059666891,1404.455764,24.09668541,193.5239083,51.95755223,eucter,QLD_Blencoe_Falls,21.59394646,10.50461102,53.64675522,324.2704773,30.58546829,11.00439262,19.58107567,24.60196495,18.05765152,25.07803154,17.1229229,1088.319214,251.1141663,21.16086006,82.79430389,603.7210083,69.89510345,559.2286987,82.97518158,0.142959729,0.044738162,2.371973276,0.784900233310078,19,21.01765751,25.77052052,562.1999976,-6.243721437,19,16.27666673,21.27933343,6.300000049,-3.796379984,2930.7260672952,1420684.16893838,10.0198581548775,eucter,3,150816,62.1397916666667,2.55720462470674,11.6181633806571,0.478115879225774,210.613632966667,6.32946883011629
QL235,-28.79,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,new,1197.207089,203.6844317,1400.891521,1339.157817,227.8349348,1566.992752,18.71040535,84.71,1613.863,144.962,ppm,1.1228,51.1648,6.334,0.039,NA,NA,NA,NA,227.8392002,48.7042589,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2558.1785398456,3677012.55152373,15.849584371985,eucatr,1,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL236,-28.79,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,mid,1824.927998,336.7660086,2161.694006,2041.306485,376.695759,2418.002244,18.71040535,75.180125,1465.833,225.526,ppm,1.1909,50.9657,6.088,0.017,NA,NA,NA,NA,213.2403983,50.19785189,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2539.4799033547,3125748.12761284,14.0665061301367,eucatr,1,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL237,-28.79,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,old,879.4389006,160.6148965,1040.053797,983.7124168,179.6587209,1163.371138,18.71040535,65.65025,4411.014,267.453,ppm,0.9949,52.6702,6.26,0.075,14.24849114,0.054389312,1313.60043,25.14117432,257.6108179,41.39337748,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2562.9700272871,11363249.2430835,12.2834278882884,eucatr,1,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL238,-28.53,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,new,1326.248139,248.0869902,1574.335129,1483.499037,277.5022262,1761.001263,18.71040535,90.21,1259.79,0,ppm,1.1625,52.5466,6.467,0.043,28.11444894,0.143218648,1452.769839,24.28886986,223.2543503,51.76852893,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2595.3318222375,2812535.97964437,16.878656666235,eucatr,2,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL239,-28.53,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,mid,1618.426901,305.3152924,1923.742193,1810.320918,341.5159871,2151.836905,18.71040535,80.061375,1703.955,332.749,ppm,1.2376,52.527,6.409,0.041,23.37866016,0.127739085,1457.225612,24.90059662,205.2447682,50.87558102,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2540.1092512432,3497278.48998231,14.9798077912836,eucatr,2,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL240,-28.53,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,old,1427.544979,277.0485873,1704.593566,1596.806464,309.8977487,1906.704213,18.71040535,69.91275,1759.372,191.994,ppm,1.0329,51.8732,6.446,0.049,NA,NA,NA,NA,234.1150603,52.44884703,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2418.1744578387,4118954.81870132,13.0809589163321,eucatr,2,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL241,-29.21,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,new,523.3427971,88.90275617,612.2455532,585.3946276,99.44379885,684.8384264,18.71040535,82.42,747.043,104.886,ppm,1.0559,53.3911,6.431,0.043,21.35648522,0.096709973,1337.76207,24.79283714,233.2020843,48.37099605,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2462.3808081237,1742119.84661725,15.42111608947,eucatr,3,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
QL242,-29.21,NA,NA,0.20593,4.0733,2522.51843487426,81.9749878322893,0.0974918399393688,-18.23,145.53,mid,1529.936455,291.0128847,1820.94934,1711.338317,325.5177681,2036.856085,18.71040535,73.14775,995.228,327.044,ppm,1.2811,52.2654,6.426,0.04,27.24614291,0.070342172,1082.502072,25.24681473,233.6102981,51.5354376,eucatr,QLD_Blencoe_Falls,22.83499718,11.25140285,55.25191116,326.0662537,32.09376907,11.72994328,20.36382675,25.87140465,19.2775116,26.34640503,18.35015106,1088.106567,251.419693,21.27685165,82.87477112,603.9332886,70.09294128,559.1469727,83.0149765,0.149201006,0.047971144,2.223493576,0.773014585996124,20,23.64089043,28.81991783,599.4000047,-8.790897551,20,18.886,24.72333336,4.100000001,-5.750465014,2992.7815289591,2324955.09757467,13.6862405294046,eucatr,3,150816,76.12975,2.97052841885742,14.2441848169416,0.555797908205169,230.015875144444,5.12493516251763
