species_confirmed,Latitude,Longitude,sample,leaf_age,biological_rep,site_revised,date,ID
acauli,-33.69,151.15,KG035,new,3,NSW_Kuringai_top,140604,acauli_30
acauli,-33.69,151.15,KG034,mid,3,NSW_Kuringai_top,140604,acauli_30
acauli,-33.69,151.15,KG033,old,3,NSW_Kuringai_top,140604,acauli_30
agaodo,-43.04,146.28,T189,new,3,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T190,mid,3,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T185,new,2,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T186,mid,2,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T182,mid,1,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T183,old,1,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T187,old,2,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T181,new,1,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T191,old,3,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T192,sen,3,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T184,sen,1,TAS_Red_Knoll,150307,agaodo_31
agaodo,-43.04,146.28,T188,sen,2,TAS_Red_Knoll,150307,agaodo_31
angcos,-32.78,150.92,YG017,new,1,NSW_Yengo_N,140419,angcos_32
angcos,-32.78,150.92,YG018,mid,1,NSW_Yengo_N,140419,angcos_32
angcos,-32.78,150.92,YG019,old,1,NSW_Yengo_N,140419,angcos_32
angcos,-32.78,150.92,YG016,sen,1,NSW_Yengo_N,140419,angcos_32
angcos,-32.78,150.92,YG082,new,2,NSW_Yengo_N,140525,angcos_32
angcos,-32.78,150.92,YG080,old,2,NSW_Yengo_N,140525,angcos_32
angcos,-32.78,150.92,YG081,mid,2,NSW_Yengo_N,140525,angcos_32
angcos,-32.78,150.92,YG079,sen,2,NSW_Yengo_N,140525,angcos_32
angcos,-32.78,150.92,YG078,sen,2,NSW_Yengo_N,140525,angcos_32
angcos,-32.78,150.92,YG122,sen,3,NSW_Yengo_N,140607,angcos_32
angcos,-32.78,150.92,YG125,new,3,NSW_Yengo_N,140608,angcos_32
angcos,-32.78,150.92,YG123,old,3,NSW_Yengo_N,140608,angcos_32
angcos,-32.78,150.92,YG124,mid,3,NSW_Yengo_N,140608,angcos_32
angcos,-33.68,151.15,KG103,new,1,NSW_Kuringai_bottom,140612,angcos_33
angcos,-33.68,151.15,KG102,mid,1,NSW_Kuringai_bottom,140612,angcos_33
angcos,-33.68,151.15,KG101,old,1,NSW_Kuringai_bottom,140612,angcos_33
angcos,-33.68,151.15,KG100,sen,1,NSW_Kuringai_bottom,140612,angcos_33
angcos,-33.68,151.15,KG121,old,2,NSW_Kuringai_bottom,140613,angcos_33
angcos,-33.68,151.15,KG123,new,2,NSW_Kuringai_bottom,140613,angcos_33
angcos,-33.68,151.15,KG122,mid,2,NSW_Kuringai_bottom,140613,angcos_33
angcos,-33.68,151.15,KG120,sen,2,NSW_Kuringai_bottom,140613,angcos_33
angcos,-33.68,151.15,KG133,old,3,NSW_Kuringai_bottom,140617,angcos_33
angcos,-33.68,151.15,KG134,mid,3,NSW_Kuringai_bottom,140617,angcos_33
angcos,-33.68,151.15,KG135,new,3,NSW_Kuringai_bottom,140617,angcos_33
angcos,-33.68,151.15,KG132,sen,3,NSW_Kuringai_bottom,140617,angcos_33
athdiv,-17.38,145.76,QL002,mid,1,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL001,new,1,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL006,mid,2,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL010,mid,3,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL005,new,2,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL011,old,3,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL009,new,3,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL007,old,2,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL003,old,1,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL012,sen,3,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL004,sen,1,QLD_Bartlefrere,150805,athdiv_34
athdiv,-17.38,145.76,QL008,sen,2,QLD_Bartlefrere,150805,athdiv_34
banaqu,-17.92,146.01,QL178,old,2,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL176,new,2,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL180,new,3,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL177,mid,2,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL168,old,1,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL167,mid,1,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL182,old,3,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL181,mid,3,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL166,new,1,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL183,sen,3,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL169,sen,1,QLD_Mt_Mackay,150812,banaqu_35
banaqu,-17.92,146.01,QL179,sen,2,QLD_Mt_Mackay,150812,banaqu_35
banmar,-42.12,148.34,T276,old,1,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T284,old,3,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T275,mid,1,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T278,new,2,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T283,mid,3,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T282,new,3,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T280,old,2,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T274,new,1,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T279,mid,2,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T277,sen,1,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T285,sen,3,TAS_Freycinet,150311,banmar_38
banmar,-42.12,148.34,T281,sen,2,TAS_Freycinet,150311,banmar_38
banmar,-42.39,147.05,T239,old,3,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T234,mid,2,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T233,new,2,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T235,old,2,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T238,mid,3,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T237,new,3,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T229,new,1,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T231,old,1,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T230,mid,1,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T240,sen,3,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T236,sen,2,TAS_Bothwell,150309,banmar_37
banmar,-42.39,147.05,T232,sen,1,TAS_Bothwell,150309,banmar_37
banmar,-42.89,147.24,T076,old,2,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T074,new,2,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T079,mid,3,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T071,mid,1,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T072,old,1,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T075,mid,2,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T070,new,1,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T080,old,3,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T078,new,3,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T077,sen,2,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T073,sen,1,TAS_Mt_Wellington,150302,banmar_36
banmar,-42.89,147.24,T081,sen,3,TAS_Mt_Wellington,150302,banmar_36
breobl,-32.78,150.92,YG040,old,1,NSW_Yengo_N,140420,breobl_39
breobl,-32.78,150.92,YG041,mid,1,NSW_Yengo_N,140420,breobl_39
breobl,-32.78,150.92,YG039,new,1,NSW_Yengo_N,140420,breobl_39
breobl,-32.78,150.92,YG036,sen,1,NSW_Yengo_N,140420,breobl_39
breobl,-32.78,150.92,YG038,mid,1,NSW_Yengo_N,140420,breobl_39
breobl,-32.78,150.92,YG037,old,1,NSW_Yengo_N,140420,breobl_39
carsub,-17.37,145.75,QL038,new,2,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL040,old,2,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL035,mid,1,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL034,new,1,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL039,mid,2,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL043,mid,3,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL042,new,3,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL036,old,1,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL044,old,3,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL041,sen,2,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL045,sen,3,QLD_Bartlefrere,150806,carsub_40
carsub,-17.37,145.75,QL037,sen,1,QLD_Bartlefrere,150806,carsub_40
cennit,-42.76,146.41,T193,new,1,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T203,old,3,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T195,old,1,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T194,mid,1,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T198,mid,2,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T199,old,2,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T201,new,3,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T202,mid,3,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T197,new,2,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T204,sen,3,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T196,sen,1,TAS_Frodshams_Pass,150307,cennit_41
cennit,-42.76,146.41,T200,sen,2,TAS_Frodshams_Pass,150307,cennit_41
conhoo,-42.14,148.3,T265,sen,1,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T269,sen,2,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T273,sen,3,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T268,old,2,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T264,old,1,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T263,mid,1,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T271,mid,3,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T270,new,3,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T262,new,1,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T266,new,2,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T267,mid,2,TAS_Freycinet,150310,conhoo_42
conhoo,-42.14,148.3,T272,old,3,TAS_Freycinet,150310,conhoo_42
corcit,-18.3,145.49,QL314,mid,1,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL313,new,1,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL317,mid,2,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL318,old,2,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL321,old,3,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL315,old,1,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL319,new,3,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL320,mid,3,QLD_Princess_Hill,150820,corcit_43
corcit,-18.3,145.49,QL316,new,2,QLD_Princess_Hill,150820,corcit_43
corcla,-17.92,146.01,QL184,new,3,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL175,old,2,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL186,old,3,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL173,new,2,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL185,mid,3,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL171,mid,1,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL170,new,1,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL172,old,1,QLD_Mt_Mackay,150812,corcla_44
corcla,-17.92,146.01,QL174,mid,2,QLD_Mt_Mackay,150812,corcla_44
corexi,-33.05,150.68,YG170,new,1,NSW_Yengo_S,140619,corexi_45
corexi,-33.05,150.68,YG169,mid,1,NSW_Yengo_S,140619,corexi_45
corexi,-33.05,150.68,YG168,old,1,NSW_Yengo_S,140619,corexi_45
corexi,-33.05,150.68,YG167,sen,1,NSW_Yengo_S,140619,corexi_45
corexi,-33.05,150.68,YG187,mid,2,NSW_Yengo_S,140620,corexi_45
corexi,-33.05,150.68,YG188,new,2,NSW_Yengo_S,140620,corexi_45
corexi,-33.05,150.68,YG186,old,2,NSW_Yengo_S,140620,corexi_45
corexi,-33.05,150.68,YG185,sen,2,NSW_Yengo_S,140620,corexi_45
corexi,-33.05,150.68,YG204,new,3,NSW_Yengo_S,140623,corexi_45
corexi,-33.05,150.68,YG202,old,3,NSW_Yengo_S,140623,corexi_45
corexi,-33.05,150.68,YG203,mid,3,NSW_Yengo_S,140623,corexi_45
corexi,-33.05,150.68,YG201,sen,3,NSW_Yengo_S,140623,corexi_45
corgum,-33.68,151.14,KG141,old,3,NSW_Kuringai_bottom,140618,corgum_47
corgum,-33.68,151.14,KG143,new,3,NSW_Kuringai_bottom,140618,corgum_47
corgum,-33.68,151.14,KG142,mid,3,NSW_Kuringai_bottom,140618,corgum_47
corgum,-33.68,151.14,KG140,sen,3,NSW_Kuringai_bottom,140618,corgum_47
corgum,-33.69,151.15,KG038,new,1,NSW_Kuringai_top,140604,corgum_46
corgum,-33.69,151.15,KG037,mid,1,NSW_Kuringai_top,140604,corgum_46
corgum,-33.69,151.15,KG036,old,1,NSW_Kuringai_top,140604,corgum_46
corgum,-33.69,151.15,KG039,sen,1,NSW_Kuringai_top,140604,corgum_46
corgum,-33.69,151.15,KG079,new,2,NSW_Kuringai_top,140611,corgum_46
corgum,-33.69,151.15,KG077,old,2,NSW_Kuringai_top,140611,corgum_46
corgum,-33.69,151.15,KG078,mid,2,NSW_Kuringai_top,140611,corgum_46
corgum,-33.69,151.15,KG076,sen,2,NSW_Kuringai_top,140611,corgum_46
corint,-18.44,146.14,QL116,old,3,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL111,mid,2,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL107,mid,1,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL115,mid,3,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL106,new,1,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL110,new,2,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL114,new,3,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL112,old,2,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL108,old,1,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL113,sen,2,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL109,sen,1,QLD_Cardwell_S,150809,corint_48
corint,-18.44,146.14,QL117,sen,3,QLD_Cardwell_S,150809,corint_48
corpoc,-18.19,142.26,QL399,old,2,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL402,old,3,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL404,mid,1,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL398,mid,2,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL397,new,2,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL400,new,3,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL401,mid,3,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL403,new,1,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL405,old,1,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL387,sen,3,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL386,sen,2,QLD_Croydon,150823,corpoc_49
corpoc,-18.19,142.26,QL385,sen,1,QLD_Croydon,150823,corpoc_49
corter,-18.72,138.52,QL453,old,2,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL456,old,3,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL448,new,1,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL449,mid,1,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL454,new,3,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL452,mid,2,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL450,old,1,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL455,mid,3,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL451,new,2,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL445,sen,1,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL446,sen,2,QLD_Lawn_Hill,150826,corter_50
corter,-18.72,138.52,QL447,sen,3,QLD_Lawn_Hill,150826,corter_50
cortes,-18.38,146.08,QL141,old,1,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL143,mid,2,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL145,new,3,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL142,new,2,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL139,new,1,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL146,mid,3,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL140,mid,1,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL147,old,3,QLD_Cardwell_N,150810,cortes_51
cortes,-18.38,146.08,QL144,old,2,QLD_Cardwell_N,150810,cortes_51
darfer,-17.37,145.75,QL022,new,1,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL028,old,2,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL024,old,1,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL027,mid,2,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL031,mid,3,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL023,mid,1,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL032,old,3,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL026,new,2,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL030,new,3,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL033,sen,3,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL029,sen,2,QLD_Bartlefrere,150806,darfer_52
darfer,-17.37,145.75,QL025,sen,1,QLD_Bartlefrere,150806,darfer_52
eucamy,-42.12,148.34,T324,mid,2,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T329,old,3,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T328,mid,3,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T319,new,1,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T321,old,1,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T323,new,2,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T320,mid,1,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T327,new,3,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T325,old,2,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T326,sen,2,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T330,sen,3,TAS_Freycinet,150311,eucamy_53
eucamy,-42.12,148.34,T322,sen,1,TAS_Freycinet,150311,eucamy_53
eucatr,-18.23,145.53,QL238,new,2,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL237,old,1,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL236,mid,1,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL241,new,3,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL243,old,3,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL240,old,2,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL235,new,1,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL239,mid,2,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL242,mid,3,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL220,sen,1,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL222,sen,3,QLD_Blencoe_Falls,150816,eucatr_54
eucatr,-18.23,145.53,QL221,sen,2,QLD_Blencoe_Falls,150816,eucatr_54
euccam,-31.29,142.25,RH117,new,1,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH121,mid,2,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH122,old,2,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH124,mid,3,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH118,mid,1,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH123,new,3,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH125,old,3,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH120,new,2,NSW_Mutawintji,150410,euccam_55
euccam,-31.29,142.25,RH119,old,1,NSW_Mutawintji,150410,euccam_55
euccoc,-42.89,147.23,T023,old,3,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T022,mid,3,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T017,new,2,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T021,new,3,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T019,old,2,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T018,mid,2,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T013,new,1,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T014,mid,1,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T015,old,1,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T020,sen,2,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T024,sen,3,TAS_Mt_Wellington,150302,euccoc_56
euccoc,-42.89,147.23,T016,sen,1,TAS_Mt_Wellington,150302,euccoc_56
euccre,-32.78,150.92,YG021,mid,1,NSW_Yengo_N,140419,euccre_57
euccre,-32.78,150.92,YG020,new,1,NSW_Yengo_N,140419,euccre_57
euccre,-32.78,150.92,YG022,old,1,NSW_Yengo_N,140419,euccre_57
euccre,-32.78,150.92,YG023,sen,1,NSW_Yengo_N,140419,euccre_57
euccre,-32.78,150.92,YG056,new,2,NSW_Yengo_N,140420,euccre_57
euccre,-32.78,150.92,YG055,mid,2,NSW_Yengo_N,140420,euccre_57
euccre,-32.78,150.92,YG054,old,2,NSW_Yengo_N,140420,euccre_57
euccre,-32.78,150.92,YG057,sen,2,NSW_Yengo_N,140420,euccre_57
euccre,-32.78,150.92,YG085,mid,3,NSW_Yengo_N,140525,euccre_57
euccre,-32.78,150.92,YG086,old,3,NSW_Yengo_N,140525,euccre_57
euccre,-32.78,150.92,YG084,new,3,NSW_Yengo_N,140525,euccre_57
euccre,-32.78,150.92,YG083,sen,3,NSW_Yengo_N,140525,euccre_57
eucdel,-42.91,147.25,T053,new,2,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T054,mid,2,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T057,new,3,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T055,old,2,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T058,mid,3,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T050,mid,1,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T049,new,1,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T051,old,1,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T059,old,3,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T056,sen,2,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T060,sen,3,TAS_The_Springs,150302,eucdel_58
eucdel,-42.91,147.25,T052,sen,1,TAS_The_Springs,150302,eucdel_58
eucdis,-18.16,142.21,QL333,old,1,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL331,new,1,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL330,old,2,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL329,mid,2,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL332,mid,1,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL328,new,2,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL325,new,3,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL327,old,3,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL326,mid,3,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL322,sen,1,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL323,sen,2,QLD_Croydon,150822,eucdis_59
eucdis,-18.16,142.21,QL324,sen,3,QLD_Croydon,150822,eucdis_59
eucdum,-32.96,146.16,RH003,old,1,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH006,mid,2,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH010,mid,3,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH011,old,3,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH005,new,2,NSW_Round_Hill,150405,eucdum_60
eucdum,-32.96,146.16,RH002,mid,1,NSW_Round_Hill,150405,eucdum_60
