species_confirmed,Latitude,Longitude,sample,leaf_age,biological_rep,site_revised,date,ID
teltru,-42.89,147.22,T100,mid,3,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T099,new,3,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T101,old,3,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T094,sen,1,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T102,sen,3,TAS_Mt_Wellington,150303,teltru_117
teltru,-42.89,147.22,T098,sen,2,TAS_Mt_Wellington,150303,teltru_117
xylpyr,-33.68,151.15,KG093,old,1,NSW_Kuringai_bottom,140612,xylpyr_119
xylpyr,-33.68,151.15,KG095,new,1,NSW_Kuringai_bottom,140612,xylpyr_119
xylpyr,-33.68,151.15,KG094,mid,1,NSW_Kuringai_bottom,140612,xylpyr_119
xylpyr,-33.68,151.15,KG092,sen,1,NSW_Kuringai_bottom,140612,xylpyr_119
xylpyr,-33.68,151.15,KG110,mid,2,NSW_Kuringai_bottom,140613,xylpyr_119
xylpyr,-33.68,151.15,KG111,new,2,NSW_Kuringai_bottom,140613,xylpyr_119
xylpyr,-33.68,151.15,KG109,old,2,NSW_Kuringai_bottom,140613,xylpyr_119
xylpyr,-33.68,151.15,KG108,sen,2,NSW_Kuringai_bottom,140613,xylpyr_119
xylpyr,-33.68,151.15,KG131,new,3,NSW_Kuringai_bottom,140617,xylpyr_119
xylpyr,-33.68,151.15,KG130,mid,3,NSW_Kuringai_bottom,140617,xylpyr_119
xylpyr,-33.68,151.15,KG129,old,3,NSW_Kuringai_bottom,140617,xylpyr_119
xylpyr,-33.68,151.15,KG128,sen,3,NSW_Kuringai_bottom,140617,xylpyr_119
xylsco,-18.3,145.49,QL283,new,2,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL287,mid,3,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL280,new,1,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL284,mid,2,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL288,old,3,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL286,new,3,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL282,old,1,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL281,mid,1,QLD_Princess_Hill,150819,xylsco_120
xylsco,-18.3,145.49,QL285,old,2,QLD_Princess_Hill,150819,xylsco_120
