sample_number,species_field,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
T330,eucamy,eucamy,-42.12299,148.34204,sen,3,TAS_Freycinet,150311
RH118,euccam,euccam,-31.29462,142.25054,mid,1,NSW_Mutawintji,150410
RH117,euccam,euccam,-31.29462,142.25054,new,1,NSW_Mutawintji,150410
RH119,euccam,euccam,-31.29462,142.25054,old,1,NSW_Mutawintji,150410
RH121,euccam,euccam,-31.29462,142.25054,mid,2,NSW_Mutawintji,150410
RH120,euccam,euccam,-31.29462,142.25054,new,2,NSW_Mutawintji,150410
RH122,euccam,euccam,-31.29462,142.25054,old,2,NSW_Mutawintji,150410
RH124,euccam,euccam,-31.29462,142.25054,mid,3,NSW_Mutawintji,150410
RH123,euccam,euccam,-31.29462,142.25054,new,3,NSW_Mutawintji,150410
RH125,euccam,euccam,-31.29462,142.25054,old,3,NSW_Mutawintji,150410
T014,euccoc,euccoc,-42.89145,147.22834,mid,1,TAS_Mt_Wellington,150302
T013,euccoc,euccoc,-42.89145,147.22834,new,1,TAS_Mt_Wellington,150302
T015,euccoc,euccoc,-42.89145,147.22834,old,1,TAS_Mt_Wellington,150302
T016,euccoc,euccoc,-42.89145,147.22834,sen,1,TAS_Mt_Wellington,150302
T018,euccoc,euccoc,-42.89145,147.22834,mid,2,TAS_Mt_Wellington,150302
T017,euccoc,euccoc,-42.89145,147.22834,new,2,TAS_Mt_Wellington,150302
T019,euccoc,euccoc,-42.89145,147.22834,old,2,TAS_Mt_Wellington,150302
T020,euccoc,euccoc,-42.89145,147.22834,sen,2,TAS_Mt_Wellington,150302
T022,euccoc,euccoc,-42.89145,147.22834,mid,3,TAS_Mt_Wellington,150302
T021,euccoc,euccoc,-42.89145,147.22834,new,3,TAS_Mt_Wellington,150302
T023,euccoc,euccoc,-42.89145,147.22834,old,3,TAS_Mt_Wellington,150302
T024,euccoc,euccoc,-42.89145,147.22834,sen,3,TAS_Mt_Wellington,150302
T050,eucdel,eucdel,-42.91482,147.24619,mid,1,TAS_The_Springs,150302
T049,eucdel,eucdel,-42.91482,147.24619,new,1,TAS_The_Springs,150302
T051,eucdel,eucdel,-42.91482,147.24619,old,1,TAS_The_Springs,150302
T052,eucdel,eucdel,-42.91482,147.24619,sen,1,TAS_The_Springs,150302
T054,eucdel,eucdel,-42.91482,147.24619,mid,2,TAS_The_Springs,150302
T053,eucdel,eucdel,-42.91482,147.24619,new,2,TAS_The_Springs,150302
T055,eucdel,eucdel,-42.91482,147.24619,old,2,TAS_The_Springs,150302
T056,eucdel,eucdel,-42.91482,147.24619,sen,2,TAS_The_Springs,150302
T058,eucdel,eucdel,-42.91482,147.24619,mid,3,TAS_The_Springs,150302
T057,eucdel,eucdel,-42.91482,147.24619,new,3,TAS_The_Springs,150302
T059,eucdel,eucdel,-42.91482,147.24619,old,3,TAS_The_Springs,150302
T060,eucdel,eucdel,-42.91482,147.24619,sen,3,TAS_The_Springs,150302
RH002,eucdum,eucdum,-32.96407,146.16016,mid,1,NSW_Round_Hill,150405
RH001,eucdum,eucdum,-32.96407,146.16016,new,1,NSW_Round_Hill,150405
RH003,eucdum,eucdum,-32.96407,146.16016,old,1,NSW_Round_Hill,150405
RH004,eucdum,eucdum,-32.96407,146.16016,sen,1,NSW_Round_Hill,150405
RH006,eucdum,eucdum,-32.96407,146.16016,mid,2,NSW_Round_Hill,150405
RH005,eucdum,eucdum,-32.96407,146.16016,new,2,NSW_Round_Hill,150405
RH007,eucdum,eucdum,-32.96407,146.16016,old,2,NSW_Round_Hill,150405
RH008,eucdum,eucdum,-32.96407,146.16016,sen,2,NSW_Round_Hill,150405
RH010,eucdum,eucdum,-32.96407,146.16016,mid,3,NSW_Round_Hill,150405
RH009,eucdum,eucdum,-32.96407,146.16016,new,3,NSW_Round_Hill,150405
RH011,eucdum,eucdum,-32.96407,146.16016,old,3,NSW_Round_Hill,150405
RH012,eucdum,eucdum,-32.96407,146.16016,sen,3,NSW_Round_Hill,150405
YG021,eucfib,euccre,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
YG020,eucfib,euccre,-32.78244,150.92318,new,1,NSW_Yengo_N,140419
YG022,eucfib,euccre,-32.78244,150.92318,old,1,NSW_Yengo_N,140419
YG023,eucfib,euccre,-32.78244,150.92318,sen,1,NSW_Yengo_N,140419
YG055,eucfib,euccre,-32.78244,150.92318,mid,2,NSW_Yengo_N,140420
YG056,eucfib,euccre,-32.78244,150.92318,new,2,NSW_Yengo_N,140420
YG054,eucfib,euccre,-32.78244,150.92318,old,2,NSW_Yengo_N,140420
YG057,eucfib,euccre,-32.78244,150.92318,sen,2,NSW_Yengo_N,140420
YG085,eucfib,euccre,-32.78244,150.92318,mid,3,NSW_Yengo_N,140525
YG084,eucfib,euccre,-32.78244,150.92318,new,3,NSW_Yengo_N,140525
YG086,eucfib,euccre,-32.78244,150.92318,old,3,NSW_Yengo_N,140525
YG083,eucfib,euccre,-32.78244,150.92318,sen,3,NSW_Yengo_N,140525
T332,eucglo,eucglo,-42.12299,148.34204,mid,1,TAS_Freycinet,150311
T331,eucglo,eucglo,-42.12299,148.34204,new,1,TAS_Freycinet,150311
T333,eucglo,eucglo,-42.12299,148.34204,old,1,TAS_Freycinet,150311
T334,eucglo,eucglo,-42.12299,148.34204,sen,1,TAS_Freycinet,150311
T336,eucglo,eucglo,-42.12299,148.34204,mid,2,TAS_Freycinet,150311
T335,eucglo,eucglo,-42.12299,148.34204,new,2,TAS_Freycinet,150311
T337,eucglo,eucglo,-42.12299,148.34204,old,2,TAS_Freycinet,150311
T338,eucglo,eucglo,-42.12299,148.34204,sen,2,TAS_Freycinet,150311
T340,eucglo,eucglo,-42.12299,148.34204,mid,3,TAS_Freycinet,150311
T339,eucglo,eucglo,-42.12299,148.34204,new,3,TAS_Freycinet,150311
T341,eucglo,eucglo,-42.12299,148.34204,old,3,TAS_Freycinet,150311
T342,eucglo,eucglo,-42.12299,148.34204,sen,3,TAS_Freycinet,150311
KG023,euchae,euchae,-33.6933,151.14541,mid,1,NSW_Kuringai_top,140603
KG024,euchae,euchae,-33.6933,151.14541,new,1,NSW_Kuringai_top,140603
KG022,euchae,euchae,-33.6933,151.14541,old,1,NSW_Kuringai_top,140603
KG021,euchae,euchae,-33.6933,151.14541,sen,1,NSW_Kuringai_top,140603
KG050,euchae,euchae,-33.6933,151.14541,mid,2,NSW_Kuringai_top,140604
KG051,euchae,euchae,-33.6933,151.14541,new,2,NSW_Kuringai_top,140604
KG049,euchae,euchae,-33.6933,151.14541,old,2,NSW_Kuringai_top,140604
KG048,euchae,euchae,-33.6933,151.14541,sen,2,NSW_Kuringai_top,140604
KG082,euchae,euchae,-33.6933,151.14541,mid,3,NSW_Kuringai_top,140611
KG083,euchae,euchae,-33.6933,151.14541,new,3,NSW_Kuringai_top,140611
KG081,euchae,euchae,-33.6933,151.14541,old,3,NSW_Kuringai_top,140611
KG080,euchae,euchae,-33.6933,151.14541,sen,3,NSW_Kuringai_top,140611
KG106,eucobl,eucobl,-33.68188,151.14428,mid,1,NSW_Kuringai_bottom,140612
KG107,eucobl,eucobl,-33.68188,151.14428,new,1,NSW_Kuringai_bottom,140612
KG105,eucobl,eucobl,-33.68188,151.14428,old,1,NSW_Kuringai_bottom,140612
KG104,eucobl,eucobl,-33.68188,151.14428,sen,1,NSW_Kuringai_bottom,140612
KG118,eucobl,eucobl,-33.68188,151.14428,mid,2,NSW_Kuringai_bottom,140613
KG119,eucobl,eucobl,-33.68188,151.14428,new,2,NSW_Kuringai_bottom,140613
KG117,eucobl,eucobl,-33.68188,151.14428,old,2,NSW_Kuringai_bottom,140613
KG116,eucobl,eucobl,-33.68188,151.14428,sen,2,NSW_Kuringai_bottom,140613
KG138,eucobl,eucobl,-33.68188,151.14428,mid,3,NSW_Kuringai_bottom,140617
KG139,eucobl,eucobl,-33.68188,151.14428,new,3,NSW_Kuringai_bottom,140617
KG137,eucobl,eucobl,-33.68188,151.14428,old,3,NSW_Kuringai_bottom,140617
KG136,eucobl,eucobl,-33.68188,151.14428,sen,3,NSW_Kuringai_bottom,140617
KG144,eucobl,eucobl,-33.68188,151.14428,sen,3,NSW_Kuringai_bottom,140617
QL131,eucpla,eucpla,-18.43758,146.13636,mid,1,QLD_Cardwell_S,150809
QL130,eucpla,eucpla,-18.43758,146.13636,new,1,QLD_Cardwell_S,150809
QL132,eucpla,eucpla,-18.43758,146.13636,old,1,QLD_Cardwell_S,150809
QL134,eucpla,eucpla,-18.43758,146.13636,mid,2,QLD_Cardwell_S,150809
QL133,eucpla,eucpla,-18.43758,146.13636,new,2,QLD_Cardwell_S,150809
QL135,eucpla,eucpla,-18.43758,146.13636,old,2,QLD_Cardwell_S,150809
QL137,eucpla,eucpla,-18.43758,146.13636,mid,3,QLD_Cardwell_S,150809
QL136,eucpla,eucpla,-18.43758,146.13636,new,3,QLD_Cardwell_S,150809
QL138,eucpla,eucpla,-18.43758,146.13636,old,3,QLD_Cardwell_S,150809
QL407,eucpru,eucpru,-19.04745,138.8575,mid,1,QLD_Lawn_Hill,150825
QL406,eucpru,eucpru,-19.04745,138.8575,new,1,QLD_Lawn_Hill,150825
QL408,eucpru,eucpru,-19.04745,138.8575,old,1,QLD_Lawn_Hill,150825
QL409,eucpru,eucpru,-19.04745,138.8575,sen,1,QLD_Lawn_Hill,150825
QL411,eucpru,eucpru,-19.04745,138.8575,mid,2,QLD_Lawn_Hill,150825
QL410,eucpru,eucpru,-19.04745,138.8575,new,2,QLD_Lawn_Hill,150825
QL412,eucpru,eucpru,-19.04745,138.8575,old,2,QLD_Lawn_Hill,150825
QL413,eucpru,eucpru,-19.04745,138.8575,sen,2,QLD_Lawn_Hill,150825
QL415,eucpru,eucpru,-19.04745,138.8575,mid,3,QLD_Lawn_Hill,150825
QL414,eucpru,eucpru,-19.04745,138.8575,new,3,QLD_Lawn_Hill,150825
QL416,eucpru,eucpru,-19.04745,138.8575,old,3,QLD_Lawn_Hill,150825
QL417,eucpru,eucpru,-19.04745,138.8575,sen,3,QLD_Lawn_Hill,150825
YG044,eucpun,eucpun,-32.78244,150.92318,mid,1,NSW_Yengo_N,140420
YG043,eucpun,eucpun,-32.78244,150.92318,new,1,NSW_Yengo_N,140420
YG045,eucpun,eucpun,-32.78244,150.92318,old,1,NSW_Yengo_N,140420
YG042,eucpun,eucpun,-32.78244,150.92318,sen,1,NSW_Yengo_N,140420
YG075,eucpun,eucpun,-32.78244,150.92318,mid,2,NSW_Yengo_N,140525
YG076,eucpun,eucpun,-32.78244,150.92318,new,2,NSW_Yengo_N,140525
YG074,eucpun,eucpun,-32.78244,150.92318,old,2,NSW_Yengo_N,140525
YG077,eucpun,eucpun,-32.78244,150.92318,old,2,NSW_Yengo_N,140525
YG073,eucpun,eucpun,-32.78244,150.92318,sen,2,NSW_Yengo_N,140525
YG128,eucpun,eucpun,-32.78244,150.92318,mid,3,NSW_Yengo_N,140608
YG129,eucpun,eucpun,-32.78244,150.92318,new,3,NSW_Yengo_N,140608
YG127,eucpun,eucpun,-32.78244,150.92318,old,3,NSW_Yengo_N,140608
YG126,eucpun,eucpun,-32.78244,150.92318,sen,3,NSW_Yengo_N,140608
T146,eucreg,eucnit,-42.77492,146.39731,mid,1,TAS_Frodshams_Pass,150306
T145,eucreg,eucnit,-42.77492,146.39731,new,1,TAS_Frodshams_Pass,150306
T147,eucreg,eucnit,-42.77492,146.39731,old,1,TAS_Frodshams_Pass,150306
T148,eucreg,eucnit,-42.77492,146.39731,sen,1,TAS_Frodshams_Pass,150306
T150,eucreg,eucnit,-42.77492,146.39731,mid,2,TAS_Frodshams_Pass,150306
T149,eucreg,eucnit,-42.77492,146.39731,new,2,TAS_Frodshams_Pass,150306
T151,eucreg,eucnit,-42.77492,146.39731,old,2,TAS_Frodshams_Pass,150306
T152,eucreg,eucnit,-42.77492,146.39731,sen,2,TAS_Frodshams_Pass,150306
T154,eucreg,eucnit,-42.77492,146.39731,mid,3,TAS_Frodshams_Pass,150306
T153,eucreg,eucnit,-42.77492,146.39731,new,3,TAS_Frodshams_Pass,150306
T155,eucreg,eucnit,-42.77492,146.39731,old,3,TAS_Frodshams_Pass,150306
T156,eucreg,eucnit,-42.77492,146.39731,sen,3,TAS_Frodshams_Pass,150306
T158,eucreg,eucnit,-43.03746,146.27668,mid,1,TAS_Red_Knoll,150307
T157,eucreg,eucnit,-43.03746,146.27668,new,1,TAS_Red_Knoll,150307
T159,eucreg,eucnit,-43.03746,146.27668,old,1,TAS_Red_Knoll,150307
T160,eucreg,eucnit,-43.03746,146.27668,sen,1,TAS_Red_Knoll,150307
T162,eucreg,eucnit,-43.03746,146.27668,mid,2,TAS_Red_Knoll,150307
T161,eucreg,eucnit,-43.03746,146.27668,new,2,TAS_Red_Knoll,150307
T163,eucreg,eucnit,-43.03746,146.27668,old,2,TAS_Red_Knoll,150307
T164,eucreg,eucnit,-43.03746,146.27668,sen,2,TAS_Red_Knoll,150307
T166,eucreg,eucnit,-43.03746,146.27668,mid,3,TAS_Red_Knoll,150307
T165,eucreg,eucnit,-43.03746,146.27668,new,3,TAS_Red_Knoll,150307
T167,eucreg,eucnit,-43.03746,146.27668,old,3,TAS_Red_Knoll,150307
T168,eucreg,eucnit,-43.03746,146.27668,sen,3,TAS_Red_Knoll,150307
T242,eucrub,eucrub,-42.38268,147.06002,mid,1,TAS_Bothwell,150309
T241,eucrub,eucrub,-42.38268,147.06002,new,1,TAS_Bothwell,150309
T243,eucrub,eucrub,-42.38268,147.06002,old,1,TAS_Bothwell,150309
T244,eucrub,eucrub,-42.38268,147.06002,sen,1,TAS_Bothwell,150309
T250,eucrub,eucrub,-42.38268,147.06002,mid,2,TAS_Bothwell,150309
T249,eucrub,eucrub,-42.38268,147.06002,new,2,TAS_Bothwell,150309
T251,eucrub,eucrub,-42.38268,147.06002,old,2,TAS_Bothwell,150309
T252,eucrub,eucrub,-42.38268,147.06002,sen,2,TAS_Bothwell,150309
T246,eucrub,eucrub,-42.38268,147.06002,mid,3,TAS_Bothwell,150309
T245,eucrub,eucrub,-42.38268,147.06002,new,3,TAS_Bothwell,150309
T247,eucrub,eucrub,-42.38268,147.06002,old,3,TAS_Bothwell,150309
T248,eucrub,eucrub,-42.38268,147.06002,sen,3,TAS_Bothwell,150309
T373,eucrub,eucrub,-42.84638,147.43151,mid,1,TAS_Mt_Canopus,150312
T372,eucrub,eucrub,-42.84638,147.43151,new,1,TAS_Mt_Canopus,150312
T374,eucrub,eucrub,-42.84638,147.43151,old,1,TAS_Mt_Canopus,150312
T375,eucrub,eucrub,-42.84638,147.43151,sen,1,TAS_Mt_Canopus,150312
T377,eucrub,eucrub,-42.84638,147.43151,mid,2,TAS_Mt_Canopus,150312
T376,eucrub,eucrub,-42.84638,147.43151,new,2,TAS_Mt_Canopus,150312
T378,eucrub,eucrub,-42.84638,147.43151,old,2,TAS_Mt_Canopus,150312
T379,eucrub,eucrub,-42.84638,147.43151,sen,2,TAS_Mt_Canopus,150312
T381,eucrub,eucrub,-42.84638,147.43151,mid,3,TAS_Mt_Canopus,150312
T380,eucrub,eucrub,-42.84638,147.43151,new,3,TAS_Mt_Canopus,150312
T382,eucrub,eucrub,-42.84638,147.43151,old,3,TAS_Mt_Canopus,150312
T383,eucrub,eucrub,-42.84638,147.43151,sen,3,TAS_Mt_Canopus,150312
RH056,eucsoc,eucsoc,-33.03783,146.20221,mid,1,NSW_Round_Hill,150406
RH055,eucsoc,eucsoc,-33.03783,146.20221,new,1,NSW_Round_Hill,150406
RH057,eucsoc,eucsoc,-33.03783,146.20221,old,1,NSW_Round_Hill,150406
RH054,eucsoc,eucsoc,-33.03783,146.20221,sen,1,NSW_Round_Hill,150406
RH060,eucsoc,eucsoc,-33.03783,146.20221,mid,2,NSW_Round_Hill,150406
RH059,eucsoc,eucsoc,-33.03783,146.20221,new,2,NSW_Round_Hill,150406
RH061,eucsoc,eucsoc,-33.03783,146.20221,old,2,NSW_Round_Hill,150406
RH058,eucsoc,eucsoc,-33.03783,146.20221,sen,2,NSW_Round_Hill,150406
RH064,eucsoc,eucsoc,-33.03783,146.20221,mid,3,NSW_Round_Hill,150406
RH063,eucsoc,eucsoc,-33.03783,146.20221,new,3,NSW_Round_Hill,150406
RH065,eucsoc,eucsoc,-33.03783,146.20221,old,3,NSW_Round_Hill,150406
RH062,eucsoc,eucsoc,-33.03783,146.20221,sen,3,NSW_Round_Hill,150406
YG071,eucspa,eucspa,-32.78244,150.92318,mid,1,NSW_Yengo_N,140525
YG070,eucspa,eucspa,-32.78244,150.92318,new,1,NSW_Yengo_N,140525
YG072,eucspa,eucspa,-32.78244,150.92318,old,1,NSW_Yengo_N,140525
YG069,eucspa,eucspa,-32.78244,150.92318,sen,1,NSW_Yengo_N,140525
YG120,eucspa,eucspa,-32.78244,150.92318,mid,1,NSW_Yengo_N,140607
YG121,eucspa,eucspa,-32.78244,150.92318,new,1,NSW_Yengo_N,140607
YG118,eucspa,eucspa,-32.78244,150.92318,old,1,NSW_Yengo_N,140607
YG119,eucspa,eucspa,-32.78244,150.92318,sen,1,NSW_Yengo_N,140607
YG136,eucspa,eucspa,-32.78244,150.92318,mid,2,NSW_Yengo_N,140608
YG137,eucspa,eucspa,-32.78244,150.92318,new,2,NSW_Yengo_N,140608
YG135,eucspa,eucspa,-32.78244,150.92318,old,2,NSW_Yengo_N,140608
YG134,eucspa,eucspa,-32.78244,150.92318,sen,2,NSW_Yengo_N,140608
T218,eucten,eucten,-42.38268,147.06002,mid,1,TAS_Bothwell,150308
T217,eucten,eucten,-42.38268,147.06002,new,1,TAS_Bothwell,150308
T219,eucten,eucten,-42.38268,147.06002,old,1,TAS_Bothwell,150308
T220,eucten,eucten,-42.38268,147.06002,sen,1,TAS_Bothwell,150308
T222,eucten,eucten,-42.38268,147.06002,mid,2,TAS_Bothwell,150308
T221,eucten,eucten,-42.38268,147.06002,new,2,TAS_Bothwell,150308
T223,eucten,eucten,-42.38268,147.06002,old,2,TAS_Bothwell,150308
T224,eucten,eucten,-42.38268,147.06002,sen,2,TAS_Bothwell,150308
T226,eucten,eucten,-42.38268,147.06002,mid,3,TAS_Bothwell,150308
T225,eucten,eucten,-42.38268,147.06002,new,3,TAS_Bothwell,150308
T227,eucten,eucten,-42.38268,147.06002,old,3,TAS_Bothwell,150308
T228,eucten,eucten,-42.38268,147.06002,sen,3,TAS_Bothwell,150308
T398,eucten,eucten,-43.04191,147.95053,mid,1,TAS_Tasman_Peninsula,150312
T397,eucten,eucten,-43.04191,147.95053,new,1,TAS_Tasman_Peninsula,150312
T399,eucten,eucten,-43.04191,147.95053,old,1,TAS_Tasman_Peninsula,150312
T400,eucten,eucten,-43.04191,147.95053,sen,1,TAS_Tasman_Peninsula,150312
T402,eucten,eucten,-43.04191,147.95053,mid,2,TAS_Tasman_Peninsula,150312
T401,eucten,eucten,-43.04191,147.95053,new,2,TAS_Tasman_Peninsula,150312
T403,eucten,eucten,-43.04191,147.95053,old,2,TAS_Tasman_Peninsula,150312
T404,eucten,eucten,-43.04191,147.95053,sen,2,TAS_Tasman_Peninsula,150312
T406,eucten,eucten,-43.04191,147.95053,mid,3,TAS_Tasman_Peninsula,150312
T405,eucten,eucten,-43.04191,147.95053,new,3,TAS_Tasman_Peninsula,150312
T407,eucten,eucten,-43.04191,147.95053,old,3,TAS_Tasman_Peninsula,150312
T408,eucten,eucten,-43.04191,147.95053,sen,3,TAS_Tasman_Peninsula,150312
QL200,gre?,grepte,-18.21239,145.54145,mid,1,QLD_Blencoe_Falls,150815
QL199,gre?,grepte,-18.21239,145.54145,new,1,QLD_Blencoe_Falls,150815
QL201,gre?,grepte,-18.21239,145.54145,old,1,QLD_Blencoe_Falls,150815
QL203,gre?,grepte,-18.21239,145.54145,mid,2,QLD_Blencoe_Falls,150815
QL202,gre?,grepte,-18.21239,145.54145,new,2,QLD_Blencoe_Falls,150815
QL204,gre?,grepte,-18.21239,145.54145,old,2,QLD_Blencoe_Falls,150815
QL206,gre?,grepte,-18.21239,145.54145,mid,3,QLD_Blencoe_Falls,150815
QL205,gre?,grepte,-18.21239,145.54145,new,3,QLD_Blencoe_Falls,150815
QL207,gre?,grepte,-18.21239,145.54145,old,3,QLD_Blencoe_Falls,150815
RH044,greane,greane,-33.00208,146.16899,mid,1,NSW_Round_Hill,150406
RH043,greane,greane,-33.00208,146.16899,new,1,NSW_Round_Hill,150406
RH045,greane,greane,-33.00208,146.16899,old,1,NSW_Round_Hill,150406
RH042,greane,greane,-33.00208,146.16899,sen,1,NSW_Round_Hill,150406
RH048,greane,greane,-33.00208,146.16899,mid,2,NSW_Round_Hill,150406
RH047,greane,greane,-33.00208,146.16899,new,2,NSW_Round_Hill,150406
RH049,greane,greane,-33.00208,146.16899,old,2,NSW_Round_Hill,150406
RH046,greane,greane,-33.00208,146.16899,sen,2,NSW_Round_Hill,150406
RH052,greane,greane,-33.00208,146.16899,mid,3,NSW_Round_Hill,150406
RH051,greane,greane,-33.00208,146.16899,new,3,NSW_Round_Hill,150406
RH053,greane,greane,-33.00208,146.16899,old,3,NSW_Round_Hill,150406
RH050,greane,greane,-33.00208,146.16899,sen,3,NSW_Round_Hill,150406
QL158,grebai,grebai,-17.91588,146.06968,mid,1,QLD_Mission_Beach,150811
QL157,grebai,grebai,-17.91588,146.06968,new,1,QLD_Mission_Beach,150811
QL159,grebai,grebai,-17.91588,146.06968,old,1,QLD_Mission_Beach,150811
QL161,grebai,grebai,-17.91588,146.06968,mid,2,QLD_Mission_Beach,150811
QL160,grebai,grebai,-17.91588,146.06968,new,2,QLD_Mission_Beach,150811
QL162,grebai,grebai,-17.91588,146.06968,old,2,QLD_Mission_Beach,150811
QL164,grebai,grebai,-17.91588,146.06968,mid,3,QLD_Mission_Beach,150811
QL163,grebai,grebai,-17.91588,146.06968,new,3,QLD_Mission_Beach,150811
QL165,grebai,grebai,-17.91588,146.06968,old,3,QLD_Mission_Beach,150811
YG165,grebux,grebux,-33.045,150.68326,mid,1,NSW_Yengo_S,140619
YG166,grebux,grebux,-33.045,150.68326,new,1,NSW_Yengo_S,140619
YG164,grebux,grebux,-33.045,150.68326,old,1,NSW_Yengo_S,140619
YG163,grebux,grebux,-33.045,150.68326,sen,1,NSW_Yengo_S,140619
YG180,grebux,grebux,-33.045,150.68326,mid,2,NSW_Yengo_S,140620
YG181,grebux,grebux,-33.045,150.68326,new,2,NSW_Yengo_S,140620
YG179,grebux,grebux,-33.045,150.68326,old,2,NSW_Yengo_S,140620
YG178,grebux,grebux,-33.045,150.68326,sen,2,NSW_Yengo_S,140620
YG196,grebux,grebux,-33.045,150.68326,mid,3,NSW_Yengo_S,140623
YG197,grebux,grebux,-33.045,150.68326,new,3,NSW_Yengo_S,140623
YG195,grebux,grebux,-33.045,150.68326,old,3,NSW_Yengo_S,140623
YG194,grebux,grebux,-33.045,150.68326,sen,3,NSW_Yengo_S,140623
QL290,gregla,gregla,-18.29787,145.48911,mid,1,QLD_Princess_Hill,150819
QL289,gregla,gregla,-18.29787,145.48911,new,1,QLD_Princess_Hill,150819
QL291,gregla,gregla,-18.29787,145.48911,old,1,QLD_Princess_Hill,150819
QL292,gregla,gregla,-18.29787,145.48911,sen,1,QLD_Princess_Hill,150819
QL294,gregla,gregla,-18.29787,145.48911,mid,2,QLD_Princess_Hill,150819
QL293,gregla,gregla,-18.29787,145.48911,new,2,QLD_Princess_Hill,150819
QL295,gregla,gregla,-18.29787,145.48911,old,2,QLD_Princess_Hill,150819
QL296,gregla,gregla,-18.29787,145.48911,sen,2,QLD_Princess_Hill,150819
QL298,gregla,gregla,-18.29787,145.48911,mid,3,QLD_Princess_Hill,150819
QL297,gregla,gregla,-18.29787,145.48911,new,3,QLD_Princess_Hill,150819
QL299,gregla,gregla,-18.29787,145.48911,old,3,QLD_Princess_Hill,150819
QL300,gregla,gregla,-18.29787,145.48911,sen,3,QLD_Princess_Hill,150819
QL275,gregla,gregla,-18.32071,145.41898,mid,4,QLD_Princess_Hill,150819
QL274,gregla,gregla,-18.32071,145.41898,new,4,QLD_Princess_Hill,150819
QL276,gregla,gregla,-18.32071,145.41898,old,4,QLD_Princess_Hill,150819
QL268,gregla,gregla,-18.32071,145.41898,sen,4,QLD_Princess_Hill,150819
QL272,gregla,gregla,-18.32071,145.41898,mid,5,QLD_Princess_Hill,150819
QL271,gregla,gregla,-18.32071,145.41898,new,5,QLD_Princess_Hill,150819
QL273,gregla,gregla,-18.32071,145.41898,old,5,QLD_Princess_Hill,150819
QL269,gregla,gregla,-18.32071,145.41898,sen,5,QLD_Princess_Hill,150819
QL278,gregla,gregla,-18.32071,145.41898,mid,6,QLD_Princess_Hill,150819
QL277,gregla,gregla,-18.32071,145.41898,new,6,QLD_Princess_Hill,150819
QL279,gregla,gregla,-18.32071,145.41898,old,6,QLD_Princess_Hill,150819
QL270,gregla,gregla,-18.32071,145.41898,sen,6,QLD_Princess_Hill,150819
QL059,grehil,grehil,-17.96665,145.96806,mid,1,QLD_Mt_Mackay,150808
QL058,grehil,grehil,-17.96665,145.96806,new,1,QLD_Mt_Mackay,150808
QL060,grehil,grehil,-17.96665,145.96806,old,1,QLD_Mt_Mackay,150808
QL061,grehil,grehil,-17.96665,145.96806,sen,1,QLD_Mt_Mackay,150808
QL063,grehil,grehil,-17.96665,145.96806,mid,2,QLD_Mt_Mackay,150808
QL062,grehil,grehil,-17.96665,145.96806,new,2,QLD_Mt_Mackay,150808
QL064,grehil,grehil,-17.96665,145.96806,old,2,QLD_Mt_Mackay,150808
QL065,grehil,grehil,-17.96665,145.96806,sen,2,QLD_Mt_Mackay,150808
QL067,grehil,grehil,-17.96665,145.96806,mid,3,QLD_Mt_Mackay,150808
QL066,grehil,grehil,-17.96665,145.96806,new,3,QLD_Mt_Mackay,150808
QL068,grehil,grehil,-17.96665,145.96806,old,3,QLD_Mt_Mackay,150808
QL069,grehil,grehil,-17.96665,145.96806,sen,3,QLD_Mt_Mackay,150808
RH067,greill,greill,-33.03783,146.20221,mid,1,NSW_Round_Hill,150406
RH066,greill,greill,-33.03783,146.20221,new,1,NSW_Round_Hill,150406
RH068,greill,greill,-33.03783,146.20221,old,1,NSW_Round_Hill,150406
RH070,greill,greill,-33.03783,146.20221,mid,2,NSW_Round_Hill,150406
RH069,greill,greill,-33.03783,146.20221,new,2,NSW_Round_Hill,150406
RH071,greill,greill,-33.03783,146.20221,old,2,NSW_Round_Hill,150406
RH073,greill,greill,-33.03783,146.20221,mid,3,NSW_Round_Hill,150406
RH072,greill,greill,-33.03783,146.20221,new,3,NSW_Round_Hill,150406
RH074,greill,greill,-33.03783,146.20221,old,3,NSW_Round_Hill,150406
QL344,gremim,gremim,-18.16105,142.21069,mid,1,QLD_Croydon,150822
QL343,gremim,gremim,-18.16105,142.21069,new,1,QLD_Croydon,150822
QL345,gremim,gremim,-18.16105,142.21069,old,1,QLD_Croydon,150822
QL334,gremim,gremim,-18.16105,142.21069,sen,1,QLD_Croydon,150822
QL338,gremim,gremim,-18.16105,142.21069,mid,2,QLD_Croydon,150822
QL337,gremim,gremim,-18.16105,142.21069,new,2,QLD_Croydon,150822
QL339,gremim,gremim,-18.16105,142.21069,old,2,QLD_Croydon,150822
QL335,gremim,gremim,-18.16105,142.21069,sen,2,QLD_Croydon,150822
QL341,gremim,gremim,-18.16105,142.21069,mid,3,QLD_Croydon,150822
QL340,gremim,gremim,-18.16105,142.21069,new,3,QLD_Croydon,150822
QL342,gremim,gremim,-18.16105,142.21069,old,3,QLD_Croydon,150822
QL336,gremim,gremim,-18.16105,142.21069,sen,3,QLD_Croydon,150822
YG003,gremuc,gremuc,-32.78244,150.92318,mid,1,NSW_Yengo_N,140419
